date,temp_c,wind_kmh,humidity_pct,precip_mm
2024-09-29,10.7,12.7,57,0.0
2024-09-30,13.2,11.2,57,0.0
2024-10-01,13.4,8.2,52,0.0
2024-10-02,9.7,15.4,58,0.0
2024-10-03,6.2,10.1,61,0.0
2024-10-04,7.9,8.0,60,0.0
2024-10-05,9.6,9.5,54,0.0
2024-10-06,11.6,11.4,48,0.3
2024-10-07,10.2,15.8,51,0.0
2024-10-08,7.7,10.9,56,0.0
2024-10-09,13.7,15.6,50,0.3
2024-10-10,8.8,20.2,56,0.0
2024-10-11,6.2,25.1,56,6.3
2024-10-12,0.1,23.4,66,6.3
2024-10-13,-2.4,12.2,63,0.0
2024-10-14,-2.5,6.7,67,0.0
2024-10-15,-0.4,6.5,66,0.0
2024-10-16,2.1,6.1,59,0.0
2024-10-17,2.2,6.3,67,0.0
2024-10-18,2.1,6.3,73,0.0
2024-10-19,2.8,7.3,77,0.0
2024-10-20,3.1,10.5,71,0.0
2024-10-21,6.1,12.6,67,0.5
2024-10-22,4.1,7.3,79,0.0
2024-10-23,6.7,13.7,81,1.3
2024-10-24,6.1,17.5,75,0.8
2024-10-25,8.2,22.1,72,0.7
2024-10-26,7.2,7.7,88,0.9
2024-10-27,7.4,16.5,73,0.1
2024-10-28,5.9,19.7,83,10.6
2024-10-29,1.9,24.6,79,4.1
2024-10-30,1.8,11.9,77,0.1
2024-10-31,2.6,6.0,85,0.0
2024-11-01,3.6,10.3,89,0.1
2024-11-02,4.3,17.4,86,1.8
2024-11-03,8.9,22.1,72,0.2
2024-11-04,8.9,21.5,64,0.0
2024-11-05,-1.3,9.0,77,0.0
2024-11-06,2.1,23.4,75,3.7
2024-11-07,-0.4,37.3,52,0.9
2024-11-08,-2.4,21.1,59,0.1
2024-11-09,-4.3,19.2,60,0.0
2024-11-10,-0.2,29.2,77,6.6
2024-11-11,-2.7,18.4,77,1.3
2024-11-12,-7.7,19.7,64,0.4
2024-11-13,-8.9,15.8,79,1.1
2024-11-14,-5.9,19.6,82,2.8
2024-11-15,-1.3,17.8,87,0.5
2024-11-16,-3.8,14.3,85,0.2
2024-11-17,-5.3,12.4,84,0.0
2024-11-18,-4.2,13.1,85,0.1
2024-11-19,-6.8,9.1,84,0.0
2024-11-20,-5.9,7.2,85,0.0
2024-11-21,-2.0,12.4,92,3.1
2024-11-22,-3.8,13.6,91,1.2
2024-11-23,-7.2,9.1,90,0.0
2024-11-24,-8.8,6.9,88,0.0
2024-11-25,-9.3,4.6,91,0.0
2024-11-26,-8.5,9.5,87,0.0
2024-11-27,-6.6,12.9,78,0.0
2024-11-28,-5.8,14.5,78,0.0
2024-11-29,-10.3,7.8,86,0.0
2024-11-30,-13.7,7.0,82,0.0
2024-12-01,-12.0,6.8,84,0.0
2024-12-02,-7.6,9.5,88,0.0
2024-12-03,-7.4,11.7,89,0.0
2024-12-04,-9.0,13.2,84,0.0
2024-12-05,-8.1,11.2,87,0.0
2024-12-06,-8.9,10.6,86,0.1
2024-12-07,-7.3,9.1,90,0.7
2024-12-08,-14.9,10.6,82,0.3
2024-12-09,-17.4,6.3,84,0.0
2024-12-10,-22.2,11.7,80,0.0
2024-12-11,-12.1,22.4,71,0.0
2024-12-12,-7.5,22.9,70,0.0
2024-12-13,-7.3,20.0,73,0.0
2024-12-14,-4.8,18.0,79,0.0
2024-12-15,-2.2,19.2,84,3.1
2024-12-16,-12.0,18.9,78,0.2
2024-12-17,-15.0,18.7,76,0.0
2024-12-18,-10.9,18.4,76,0.0
2024-12-19,-6.3,19.1,83,0.0
2024-12-20,-4.9,14.6,85,1.0
2024-12-21,-13.5,11.1,82,0.0
2024-12-22,-14.0,11.1,84,0.4
2024-12-23,-15.1,8.7,84,0.0
2024-12-24,-11.5,12.0,86,0.0
2024-12-25,-14.8,10.7,85,0.0
2024-12-26,-16.9,14.9,77,0.0
2024-12-27,-9.5,17.1,82,0.3
2024-12-28,-4.8,22.5,85,2.6
2024-12-29,-7.1,15.2,88,0.9
2024-12-30,-6.9,6.5,90,0.0
2024-12-31,-8.9,8.4,87,0.0
2025-01-01,-8.5,10.3,89,0.1
2025-01-02,-4.6,23.1,84,1.8
2025-01-03,-4.2,24.3,85,4.2
2025-01-04,-1.0,18.1,90,0.2
2025-01-05,-7.1,10.0,90,0.0
2025-01-06,-9.6,11.5,87,0.0
2025-01-07,-6.0,9.4,91,0.6
2025-01-08,-10.0,11.2,87,2.4
2025-01-09,-8.8,19.0,81,4.7
2025-01-10,-3.4,21.1,72,0.2
2025-01-11,-4.9,12.7,87,0.1
2025-01-12,-6.2,6.5,91,0.0
2025-01-13,-8.1,11.3,88,0.0
2025-01-14,-11.2,13.3,79,0.0
2025-01-15,-10.1,15.6,81,0.0
2025-01-16,-8.0,17.5,82,0.2
2025-01-17,-5.7,15.8,86,1.5
2025-01-18,-6.2,15.7,84,0.0
2025-01-19,-6.3,14.5,84,0.1
2025-01-20,-0.9,19.0,90,1.3
2025-01-21,-0.5,26.0,84,2.5
2025-01-22,-10.9,30.0,74,0.4
2025-01-23,-22.2,21.3,68,0.5
2025-01-24,-25.7,13.6,72,0.0
2025-01-25,-19.2,14.4,75,0.0
2025-01-26,-20.8,12.0,78,0.0
2025-01-27,-15.7,11.8,77,0.0
2025-01-28,-12.4,16.3,82,0.6
2025-01-29,-6.4,12.0,89,4.4
2025-01-30,-7.3,10.9,89,3.4
2025-01-31,-18.5,12.6,79,0.7
2025-02-01,-16.4,14.7,82,1.6
2025-02-02,-6.6,11.6,89,1.7
2025-02-03,-4.6,6.9,92,0.0
2025-02-04,-7.0,4.3,93,0.0
2025-02-05,-5.3,16.1,90,0.0
2025-02-06,-13.9,16.8,79,0.0
2025-02-07,-17.3,12.6,78,0.0
2025-02-08,-18.4,7.2,81,0.0
2025-02-09,-11.7,19.8,86,0.0
2025-02-10,-7.8,17.2,89,0.0
2025-02-11,-6.0,17.0,85,0.0
2025-02-12,-8.8,14.8,85,0.0
2025-02-13,-7.2,27.9,82,0.2
2025-02-14,-10.5,10.4,84,0.0
2025-02-15,-5.8,11.0,87,0.0
2025-02-16,-8.9,6.4,88,0.0
2025-02-17,-10.1,11.5,87,0.0
2025-02-18,-11.7,11.2,87,0.0
2025-02-19,-13.3,7.6,86,0.0
2025-02-20,-13.3,4.4,87,0.0
2025-02-21,-12.4,3.4,86,0.0
2025-02-22,-12.6,6.9,85,0.0
2025-02-23,-10.4,13.6,85,0.0
2025-02-24,-7.1,15.8,81,0.0
2025-02-25,-8.5,13.1,81,0.0
2025-02-26,-10.8,9.4,88,0.0
2025-02-27,-7.0,19.9,85,1.8
2025-02-28,-9.6,14.5,85,0.0
2025-03-01,-9.4,12.0,86,0.6
2025-03-02,-8.2,10.9,85,0.3
2025-03-03,-12.6,6.6,90,0.0
2025-03-04,-8.8,11.3,86,1.8
2025-03-05,-9.1,14.8,83,0.3
2025-03-06,-4.9,22.8,82,3.0
2025-03-07,-2.6,21.4,83,0.5
2025-03-08,-8.0,11.1,84,0.0
2025-03-09,-7.2,17.8,86,1.9
2025-03-10,-10.0,17.6,83,2.1
2025-03-11,-6.0,14.7,88,2.4
2025-03-12,-16.0,9.5,80,0.0
2025-03-13,-13.6,18.7,80,0.0
2025-03-14,-8.7,16.1,79,0.0
2025-03-15,-6.1,13.7,83,0.0
2025-03-16,-6.1,12.7,86,0.0
2025-03-17,1.0,18.9,78,0.1
2025-03-18,3.5,17.8,81,0.7
2025-03-19,2.9,16.1,81,0.0
2025-03-20,3.6,17.0,73,0.0
2025-03-21,2.3,17.1,82,1.9
2025-03-22,-0.5,6.7,66,0.0
2025-03-23,-0.7,13.1,68,0.0
2025-03-24,-2.5,23.1,65,1.2
2025-03-25,-3.9,15.0,60,0.0
2025-03-26,-1.8,8.3,61,0.0
2025-03-27,0.7,9.0,58,0.0
2025-03-28,2.8,5.3,61,0.0
2025-03-29,4.4,2.9,65,0.0
2025-03-30,5.3,5.2,65,0.0
2025-03-31,6.7,8.8,61,0.0
2025-04-01,6.6,14.9,72,1.3
2025-04-02,4.2,6.9,78,0.3
2025-04-03,8.2,16.9,60,0.0
2025-04-04,12.1,23.0,56,3.5
2025-04-05,5.7,21.3,61,3.6
2025-04-06,11.0,16.2,56,0.0
2025-04-07,13.1,12.3,55,0.0
2025-04-08,12.0,12.2,72,3.7
2025-04-09,9.2,7.7,73,0.0
2025-04-10,13.1,14.2,61,0.0
2025-04-11,16.4,16.6,49,0.0
2025-04-12,17.7,15.8,43,0.0
2025-04-13,10.7,14.8,69,0.0
2025-04-14,6.8,14.6,76,13.1
2025-04-15,8.9,9.3,62,0.2
2025-04-16,7.4,12.8,64,0.0
2025-04-17,6.7,22.5,58,3.4
2025-04-18,0.4,15.3,57,2.1
2025-04-19,-0.4,12.3,51,0.0
2025-04-20,9.2,22.5,45,0.0
2025-04-21,11.7,14.8,57,0.9
2025-04-22,10.0,9.1,53,0.5
2025-04-23,15.3,14.3,60,0.0
2025-04-24,7.4,13.4,45,0.2
2025-04-25,9.9,13.4,44,0.0
2025-04-26,16.5,14.9,43,0.0
2025-04-27,16.5,12.8,56,6.5
2025-04-28,17.7,13.5,73,0.9
2025-04-29,13.6,20.1,50,0.0
2025-04-30,7.1,12.7,51,0.1
2025-05-01,8.8,5.6,58,0.0
2025-05-02,11.9,9.6,55,0.0
2025-05-03,7.7,9.7,54,0.0
2025-05-04,13.7,17.4,45,0.7
2025-05-05,14.2,15.9,55,0.0
2025-05-06,16.1,6.6,57,0.0
2025-05-07,19.0,10.2,57,0.0
2025-05-08,21.0,8.0,55,0.0
2025-05-09,22.6,12.3,45,1.0
2025-05-10,19.7,17.8,65,0.4
2025-05-11,14.9,14.1,69,0.5
2025-05-12,15.5,7.4,64,0.0
2025-05-13,20.0,13.5,61,0.0
2025-05-14,17.7,14.4,75,0.7
2025-05-15,18.0,18.1,54,0.0
2025-05-16,23.2,12.2,49,0.1
2025-05-17,24.6,14.5,55,0.0
2025-05-18,15.2,20.7,75,3.7
2025-05-19,15.0,13.3,55,0.0
2025-05-20,17.5,9.9,48,0.0
2025-05-21,20.3,12.9,44,0.1
2025-05-22,21.2,9.2,46,0.0
2025-05-23,22.5,19.8,36,0.3
2025-05-24,15.5,18.0,55,0.1
2025-05-25,12.4,12.4,60,4.8
2025-05-26,10.5,16.6,59,1.2
2025-05-27,9.3,12.9,51,1.0
2025-05-28,14.2,20.6,57,0.0
2025-05-29,11.4,4.9,60,0.0
2025-05-30,16.0,7.1,52,0.0
2025-05-31,20.5,8.5,55,0.0
2025-06-01,22.0,3.8,55,0.2
2025-06-02,22.0,4.3,54,2.8
2025-06-03,23.1,8.0,48,0.7
2025-06-04,24.4,12.1,44,0.0
2025-06-05,23.3,15.2,43,0.3
2025-06-06,24.2,9.1,44,0.0
2025-06-07,24.8,11.8,51,2.6
2025-06-08,18.2,15.4,84,14.9
2025-06-09,17.5,10.6,63,0.0
2025-06-10,20.0,8.1,60,0.0
2025-06-11,22.0,4.3,60,0.0
2025-06-12,25.0,7.4,52,0.0
2025-06-13,26.6,9.1,51,0.0
2025-06-14,24.8,6.9,59,0.2
2025-06-15,22.5,9.3,73,1.0
2025-06-16,24.5,9.0,65,0.2
2025-06-17,27.1,9.3,50,0.0
2025-06-18,28.9,11.9,36,0.0
2025-06-19,27.0,10.8,45,3.1
2025-06-20,26.4,11.5,41,0.0
2025-06-21,22.4,21.7,47,1.8
2025-06-22,24.5,16.9,44,0.5
2025-06-23,21.3,8.5,57,1.8
2025-06-24,19.4,12.7,64,0.5
2025-06-25,17.1,9.9,80,8.4
2025-06-26,19.3,13.6,59,0.1
2025-06-27,17.1,15.6,73,9.8
2025-06-28,20.6,10.1,59,0.5
2025-06-29,20.9,8.4,64,0.5
2025-06-30,19.2,7.3,76,2.8
2025-07-01,20.9,7.0,76,2.6
2025-07-02,23.5,8.7,63,0.1
2025-07-03,26.0,5.6,55,0.0
2025-07-04,28.0,13.8,46,0.0
2025-07-05,23.4,15.2,56,1.4
2025-07-06,20.4,18.6,66,2.2
2025-07-07,20.9,12.2,76,2.1
2025-07-08,20.1,13.3,61,0.0
2025-07-09,19.8,7.6,56,0.0
2025-07-10,20.6,5.9,58,0.0
2025-07-11,22.6,6.3,57,0.0
2025-07-12,20.4,15.8,69,0.7
2025-07-13,19.5,12.3,61,0.5
2025-07-14,19.0,11.5,67,0.4
2025-07-15,18.4,7.8,78,5.7
2025-07-16,21.8,6.0,64,0.0
2025-07-17,24.5,10.3,53,0.0
2025-07-18,25.1,8.1,52,0.0
2025-07-19,22.8,21.4,52,0.2
2025-07-20,20.0,12.3,49,0.0
2025-07-21,20.8,13.3,50,0.2
2025-07-22,18.5,7.2,47,0.0
2025-07-23,20.0,14.3,39,0.0
2025-07-24,16.9,14.0,47,0.0
2025-07-25,22.3,17.0,44,0.0
2025-07-26,26.6,9.5,43,0.1
2025-07-27,25.5,8.4,58,1.9
2025-07-28,23.6,12.5,56,0.0
2025-07-29,24.0,9.7,51,0.0
2025-07-30,23.1,4.6,64,0.9
2025-07-31,22.8,6.4,61,0.0
2025-08-01,21.9,6.4,70,3.4
2025-08-02,20.4,9.6,77,1.2
2025-08-03,17.7,16.8,61,0.5
2025-08-04,13.1,13.1,64,5.1
2025-08-05,13.3,8.3,67,1.0
2025-08-06,14.2,16.2,73,12.5
2025-08-07,15.6,9.3,61,0.7
2025-08-08,16.3,10.9,67,7.9
2025-08-09,15.0,12.5,75,0.0
2025-08-10,17.6,8.2,70,0.0
2025-08-11,20.1,4.4,63,0.0
2025-08-12,19.7,13.2,61,1.5
2025-08-13,20.3,12.2,65,0.0
2025-08-14,20.4,11.3,61,0.6
2025-08-15,18.7,14.5,71,0.7
2025-08-16,19.1,8.8,72,1.1
2025-08-17,19.1,12.6,69,0.7
2025-08-18,17.2,11.9,72,4.4
2025-08-19,17.5,12.2,76,7.6
2025-08-20,19.9,7.7,65,0.0
2025-08-21,21.0,9.8,63,1.4
2025-08-22,17.9,7.6,75,3.1
2025-08-23,17.4,10.8,76,0.6
2025-08-24,18.9,11.9,71,1.5
2025-08-25,16.6,8.4,67,0.0
2025-08-26,19.3,4.3,64,0.0
2025-08-27,21.7,7.3,60,0.0
2025-08-28,23.9,10.5,49,0.0
2025-08-29,20.9,11.6,54,0.2
2025-08-30,15.3,13.9,70,17.9
2025-08-31,14.4,23.8,74,13.6
2025-09-01,12.6,7.4,81,6.8
2025-09-02,12.8,15.1,85,2.1
2025-09-03,15.0,9.2,76,0.1
2025-09-04,16.2,5.8,71,0.0
2025-09-05,17.0,9.4,62,0.0
2025-09-06,16.2,7.8,64,0.0
2025-09-07,16.9,11.2,61,0.3
2025-09-08,14.3,16.3,69,5.3
2025-09-09,14.8,9.9,66,0.1
2025-09-10,14.9,8.8,73,2.0
2025-09-11,14.7,8.4,80,5.9
2025-09-12,12.3,10.2,84,2.8
2025-09-13,10.5,10.6,69,0.5
2025-09-14,11.7,6.7,68,0.0
2025-09-15,12.3,7.3,66,0.0
2025-09-16,12.6,11.3,66,0.0
2025-09-17,14.7,9.1,65,0.2
2025-09-18,13.5,9.9,78,5.7
2025-09-19,12.4,7.3,83,0.8
2025-09-20,14.0,6.0,74,0.0
2025-09-21,14.5,5.0,69,0.0
2025-09-22,14.9,12.8,65,0.1
2025-09-23,13.8,12.4,72,1.7
2025-09-24,16.1,14.2,65,0.0
2025-09-25,18.8,12.4,70,0.0
2025-09-26,17.5,11.4,66,0.0
2025-09-27,16.2,7.4,75,0.0
2025-09-28,9.0,13.2,84,11.0
2025-09-29,4.1,11.0,70,0.0
2025-09-30,1.6,9.8,68,0.0
2025-10-01,3.3,8.9,64,0.0
2025-10-02,5.3,18.7,86,7.5
2025-10-03,4.4,16.8,66,1.2
2025-10-04,3.0,20.8,68,2.0
2025-10-05,1.2,12.5,64,0.0
2025-10-06,2.0,13.4,81,3.8
2025-10-07,2.2,8.3,77,0.0
2025-10-08,1.8,5.5,70,0.0
2025-10-09,3.8,11.5,69,0.0
2025-10-10,1.8,8.8,70,0.2
2025-10-11,-0.2,19.5,89,20.6
2025-10-12,-3.5,13.0,84,0.0
2025-10-13,-6.8,8.4,85,0.0
2025-10-14,-6.4,9.6,82,0.0
2025-10-15,-5.9,8.3,81,0.0
2025-10-16,-4.5,12.4,81,0.0
2025-10-17,-3.0,14.5,77,0.0
2025-10-18,-0.4,14.5,75,0.0
2025-10-19,0.1,7.9,82,0.0
2025-10-20,0.2,8.7,78,0.0
2025-10-21,0.0,5.4,78,0.0
2025-10-22,0.2,8.0,92,0.0
2025-10-23,-0.1,7.5,88,0.0
2025-10-24,2.3,12.8,76,0.0
2025-10-25,3.5,9.9,74,0.1
2025-10-26,2.4,10.4,86,0.2
2025-10-27,0.9,8.5,82,0.0
2025-10-28,3.1,7.9,75,0.0
2025-10-29,3.7,9.7,73,0.0
2025-10-30,4.1,11.8,79,0.0
2025-10-31,4.3,14.2,76,0.0
2025-11-01,6.1,20.8,82,3.2
2025-11-02,4.0,12.4,78,0.3
2025-11-03,4.3,9.4,84,2.9
2025-11-04,-3.9,15.6,86,8.1
2025-11-05,-11.7,12.5,73,0.0
2025-11-06,-6.1,16.5,85,2.0
2025-11-07,-0.8,17.6,90,3.3
2025-11-08,0.8,23.1,85,3.4
2025-11-09,1.2,18.4,94,7.6
2025-11-10,-3.7,19.4,89,2.9
2025-11-11,-1.3,19.8,87,1.1
2025-11-12,1.5,18.3,94,3.8
2025-11-13,-2.2,16.8,79,0.5
2025-11-14,-2.2,10.5,79,0.2
2025-11-15,-1.3,14.9,63,0.0
2025-11-16,-0.8,16.4,62,0.0
2025-11-17,1.4,14.5,72,0.2
2025-11-18,0.5,9.0,91,0.0
2025-11-19,0.4,10.6,82,0.0
2025-11-20,2.3,14.6,72,1.0
2025-11-21,1.3,13.7,90,4.8
2025-11-22,-4.5,11.0,78,0.0
2025-11-23,1.0,22.3,75,2.0
2025-11-24,1.3,16.5,85,2.1
2025-11-25,-1.5,12.7,87,0.0
2025-11-26,3.7,17.7,85,0.0
2025-11-27,1.1,14.6,87,1.1
2025-11-28,-2.3,10.9,74,0.6
2025-11-29,-5.4,13.3,71,1.3
2025-11-30,-4.3,6.4,86,1.6
2025-12-01,-0.4,10.9,89,0.0
2025-12-02,0.3,5.6,97,0.0
2025-12-03,-0.6,5.2,96,0.4
2025-12-04,0.2,16.0,91,3.4
2025-12-05,-1.3,19.1,89,2.2
2025-12-06,-8.4,8.5,86,0.2
2025-12-07,-1.9,9.7,93,1.0
2025-12-08,-7.2,11.9,91,2.2
2025-12-09,-15.4,18.6,82,13.4
2025-12-10,-19.7,15.8,78,0.8
2025-12-11,-17.8,16.2,79,0.0
2025-12-12,-11.8,19.8,73,0.0
2025-12-13,-2.5,15.0,89,1.2
2025-12-14,-5.9,13.7,87,0.0
2025-12-15,-4.4,24.6,81,5.1
2025-12-16,-8.2,22.7,76,0.6
2025-12-17,-14.0,18.6,79,0.0
2025-12-18,-16.8,13.1,80,0.0
2025-12-19,-7.4,17.7,84,0.3
2025-12-20,-5.7,17.5,85,3.4
2025-12-21,-19.9,14.7,78,0.6
2025-12-22,-13.8,21.4,77,0.2
2025-12-23,-6.4,15.0,86,0.1
2025-12-24,-4.2,17.6,86,0.7
2025-12-25,-2.7,17.6,88,0.9
2025-12-26,-14.4,15.9,79,2.2
2025-12-27,-19.9,15.1,74,0.0
2025-12-28,-22.2,10.6,78,0.0
2025-12-29,-15.0,16.7,79,0.0
2025-12-30,-2.2,21.6,84,0.7
2025-12-31,-3.1,11.7,92,0.2
2026-01-01,-8.4,16.7,84,0.0
2026-01-02,-13.2,11.5,85,0.0
2026-01-03,-13.4,6.7,85,0.0
2026-01-04,-6.3,8.5,91,0.8
2026-01-05,-8.0,14.3,86,1.1
2026-01-06,-4.0,26.0,82,3.5
2026-01-07,-9.4,20.9,84,0.0
2026-01-08,-17.4,12.6,82,0.0
2026-01-09,-15.6,14.9,82,0.0
2026-01-10,-10.6,11.2,78,0.0
2026-01-11,-14.7,6.3,84,0.0
2026-01-12,-3.2,22.2,87,4.7
2026-01-13,-14.4,17.0,80,0.7
2026-01-14,-26.6,9.9,75,0.0
2026-01-15,-27.7,9.5,76,0.0
2026-01-16,-27.4,11.4,76,0.0
2026-01-17,-32.9,3.6,73,0.0
2026-01-18,-29.5,13.4,72,0.0
2026-01-19,-22.5,12.8,74,0.0
2026-01-20,-14.3,10.4,80,1.0
2026-01-21,-13.4,7.5,82,0.3
2026-01-22,-22.3,6.3,77,0.0
2026-01-23,-25.4,5.4,76,1.3
2026-01-24,-25.3,7.0,74,0.8
2026-01-25,-23.2,9.4,77,0.0
2026-01-26,-22.4,6.3,79,0.6
2026-01-27,-20.8,3.6,77,0.3
2026-01-28,-23.1,4.5,78,0.0
2026-01-29,-17.1,14.4,77,0.0
2026-01-30,-17.1,14.3,76,0.0
2026-01-31,-16.7,12.9,83,0.0
2026-02-01,-16.9,7.9,83,0.0
2026-02-02,-15.9,12.4,84,0.0
2026-02-03,-15.6,15.6,80,0.0
2026-02-04,-17.5,10.8,77,0.0
2026-02-05,-11.6,22.1,84,0.0
2026-02-06,-3.2,18.6,86,2.7
2026-02-07,-12.0,10.4,84,2.1
2026-02-08,-16.2,13.7,80,0.0
2026-02-09,-8.0,23.1,76,0.0
2026-02-10,1.2,20.8,89,3.7
2026-02-11,-7.1,28.2,80,3.0
2026-02-12,-17.6,14.5,75,0.0
2026-02-13,-18.4,13.5,81,0.0
2026-02-14,-15.6,14.2,77,0.0
2026-02-15,-14.9,12.5,77,0.0
2026-02-16,-7.0,19.7,82,0.4
2026-02-17,0.0,16.4,91,0.0
2026-02-18,1.6,23.0,88,2.8
2026-02-19,-9.6,14.8,82,0.0
2026-02-20,-15.6,8.0,81,0.0
2026-02-21,-14.9,16.6,78,0.0
2026-02-22,-12.4,11.4,81,1.0
2026-02-23,-13.0,20.0,82,4.8
2026-02-24,-26.2,10.2,73,0.0
2026-02-25,-27.8,4.9,76,0.0
2026-02-26,-27.5,10.2,73,0.0
2026-02-27,-26.9,9.5,74,0.0
2026-02-28,-23.3,10.1,75,0.2
2026-03-01,-26.2,7.1,76,0.0
2026-03-02,-17.6,15.6,80,0.2
2026-03-03,-8.5,15.9,84,1.1
2026-03-04,-6.6,13.1,87,0.0
2026-03-05,-2.6,20.2,86,3.2
2026-03-06,-2.8,16.3,87,0.4
2026-03-07,-2.1,19.3,88,0.2
2026-03-08,0.2,19.7,89,2.9
2026-03-09,-1.5,15.5,83,1.2
2026-03-10,-9.2,22.0,81,1.4
2026-03-11,-18.3,25.2,70,0.4
2026-03-12,-6.8,28.8,81,2.7
2026-03-13,-0.6,20.4,91,1.7
2026-03-14,0.0,15.2,91,0.0
2026-03-15,-0.1,12.9,93,3.0
2026-03-16,-1.8,4.7,82,0.0
2026-03-17,-3.4,7.1,84,0.0
2026-03-18,-2.5,11.2,92,0.0
2026-03-19,-2.3,10.4,94,0.0
2026-03-20,-2.2,12.8,90,0.0
2026-03-21,-2.3,8.6,88,0.0
2026-03-22,-1.0,12.4,88,0.0
2026-03-23,-0.2,12.1,90,0.0
2026-03-24,0.8,12.6,91,0.5
2026-03-25,0.4,9.0,84,0.0
2026-03-26,2.3,6.6,81,0.0
2026-03-27,3.9,4.7,88,0.9
2026-03-28,0.9,5.8,90,0.0
2026-03-29,2.1,4.2,83,0.0
2026-03-30,4.7,11.5,80,0.0
2026-03-31,5.2,8.3,74,0.0
2026-04-01,4.7,10.0,65,0.0
2026-04-02,5.7,7.4,63,0.0
2026-04-03,8.2,6.5,60,0.0
2026-04-04,10.1,13.0,54,0.0
2026-04-05,12.0,17.5,69,0.0
2026-04-06,10.2,11.6,70,0.0
2026-04-07,9.6,10.9,66,0.0
2026-04-08,9.7,14.4,62,0.0
2026-04-09,6.9,12.2,69,0.2
2026-04-10,6.0,13.8,78,3.4
2026-04-11,3.3,6.5,73,0.0
2026-04-12,7.6,11.4,65,0.0
2026-04-13,7.4,14.0,63,1.4
2026-04-14,2.6,7.8,54,0.1
2026-04-15,5.1,15.4,58,0.0
2026-04-16,-1.4,10.0,61,0.0
2026-04-17,0.5,9.8,55,0.0
2026-04-18,5.5,16.5,52,0.0
2026-04-19,9.4,12.9,52,0.0
2026-04-20,10.9,9.6,53,0.0
2026-04-21,14.0,8.9,51,0.0
2026-04-22,16.1,8.0,58,1.0
2026-04-23,14.7,14.2,77,8.2
2026-04-24,13.3,10.0,65,0.0
2026-04-25,17.9,14.4,56,0.0
2026-04-26,17.0,21.9,60,2.7
2026-04-27,10.4,9.6,61,0.0
2026-04-28,11.6,7.2,53,0.0
2026-04-29,14.7,14.0,38,0.0
2026-04-30,17.1,12.9,39,0.0
2026-05-01,19.7,15.3,34,0.0
